,Symbol,Name,Change,%_Change,50_Day_Avg,200_Day_Avg
619,TPPAX,T. Rowe Price Spectrum Moderate Allocation Fund I Class,-0.01,-0.04,22.11,23.22
620,GINNX,Guinness Atkinson Global Innovators Fund Institutional Class,-0.02,-0.04,43.09,44.13
621,JMYAX,JPMorgan SmartRetirement Blend 2045 Fund Class R6,-0.01,-0.04,21.19,23.07
622,JOBEX,JPMorgan SmartRetirement Blend 2040 Fund Class I,-0.01,-0.04,21.22,22.92
623,JPYRX,JPMorgan SmartRetirement Blend 2035 Fund Class R6,-0.01,-0.05,21.03,22.55
624,SSIZX,Sierra Tactical Core Income Fund Class A,0.02,0.11,20.75,21.32
625,SBYEX,BNY Mellon Diversified Emerging Markets Fund Class Y,0.0,0.0,20.01,22.07
626,NWSAX,Nationwide Small Company Growth Fund Class A,-0.01,-0.05,18.41,18.93
627,ADGYX,AB Core Opportunities Fund Advisor Class,-0.01,-0.05,18.79,19.81
628,ADGKX,AB Core Opportunities Fund Class K,-0.01,-0.05,18.33,19.32
629,PPIPX,T. Rowe Price Spectrum Conservative Allocation Fund I Class,-0.01,-0.05,18.61,19.29
630,LCORX,Leuthold Core Investment Fund Retail Class,-0.01,-0.05,17.93,18.45
631,RRTPX,T. Rowe Price Retirement 2035 Fund Class R,-0.01,-0.06,16.53,17.69
632,JIBFX,Johnson Institutional Core Bond Fund,-0.01,-0.06,17.39,16.87
633,CTFAX,Columbia Thermostat Fund Class A,-0.01,-0.06,16.56,15.63
634,CTORX,Columbia Thermostat Fund Advisor Class,-0.01,-0.06,16.42,15.49
635,VASGX,Vanguard LifeStrategy Growth Fund Investor Shares,-0.02,-0.06,32.11,33.96
636,COTZX,Columbia Thermostat Fund Institutional Class,-0.01,-0.06,16.32,15.4
637,TGIPX,T. Rowe Price Spectrum Moderate Growth Allocation Fund I Class,-0.02,-0.06,31.79,33.79
638,PARJX,T. Rowe Price Retirement 2025 Fund Advisor Class,-0.01,-0.06,16.0,16.9
639,TRSGX,T. Rowe Price Spectrum Moderate Growth Allocation Fund,-0.02,-0.06,31.71,33.71
640,FFFEX,Fidelity Freedom 2030 Fund,-0.01,-0.06,15.81,16.88
641,FSPHX,Fidelity Select Health Care Portfolio,0.33,1.14,28.11,27.58
642,MIPTX,Matthews Pacific Tiger Fund Institutional Class,-0.02,-0.08,24.16,26.36
643,FGSKX,Federated MDT Mid Cap Growth Fund Class R6 Shares,-0.03,-0.08,33.65,35.26
644,TRPBX,T. Rowe Price Spectrum Moderate Allocation Fund,-0.02,-0.09,22.11,23.22
645,VTMFX,Vanguard Tax-Managed Balanced Fund Admiral Shares,-0.03,-0.09,32.28,33.16
646,SSIRX,Sierra Tactical Core Income Fund Institutional Class,0.02,0.09,20.66,21.22
647,TRAIX,T. Rowe Price Capital Appreciation Fund I Class,-0.03,-0.1,29.75,30.51
648,PRWCX,T. Rowe Price Capital Appreciation Fund,-0.03,-0.1,29.71,30.48
649,SBCEX,BNY Mellon Diversified Emerging Markets Fund Class I,0.01,0.05,19.99,22.05
650,PACLX,T. Rowe Price Capital Appreciation Fund Advisor Class,-0.03,-0.1,29.36,30.12
651,VGIVX,Vanguard Emerging Markets Government Bond Index Fund Institutional Shares,-0.03,-0.1,29.1,31.14
652,ADGZX,AB Core Opportunities Fund Class Z,-0.02,-0.1,19.11,20.14
653,BSTSX,BlackRock Technology Opportunities Fund Service Shares,-0.04,-0.1,36.99,35.0
654,SEUPX,Guggenheim StylePlus - Mid Growth Fund Class P,-0.04,-0.1,36.45,38.61
655,DBECX,BNY Mellon Diversified Emerging Markets Fund Class C,0.0,0.0,18.89,20.83
656,SMTAX,JPMorgan SmartRetirement 2040 Fund Class A,-0.02,-0.1,18.33,20.14
657,ABINX,American Century Balanced Fund I Class,-0.02,-0.11,18.32,18.72
658,TWBIX,American Century Balanced Fund Investor Class,-0.02,-0.11,18.31,18.71
659,SMTCX,JPMorgan SmartRetirement 2040 Fund Class C,-0.02,-0.11,18.03,19.81
660,JTSYX,JPMorgan SmartRetirement 2050 Fund Class R6,-0.02,-0.11,17.81,19.63
661,JTSIX,JPMorgan SmartRetirement 2050 Fund Class R5,-0.02,-0.11,17.8,19.62
662,JTSSX,JPMorgan SmartRetirement 2050 Fund Class I,-0.02,-0.11,17.77,19.58
663,TRLGX,T. Rowe Price Large-Cap Growth Fund I Class,-0.05,-0.11,43.42,43.29
664,LCRIX,Leuthold Core Investment Fund Class Institutional,-0.02,-0.11,17.97,18.48
665,GBATX,GMO Strategic Opportunities Allocation Fund Class III,-0.02,-0.11,17.41,19.02
666,FHCIX,Fidelity Advisor Health Care Fund I Class,0.79,1.25,61.28,58.89
667,FHCCX,Fidelity Advisor Health Care Fund Class C,0.56,1.24,43.79,42.17
668,WAGTX,Seven Canyons World Innovators Fund Investor Class,-0.02,-0.11,15.93,16.13
669,VEIRX,Vanguard Equity-Income Fund Admiral Shares,-0.08,-0.12,65.6,72.48
670,MPGIX,Meritage Growth Equity Fund Institutional Shares,-0.02,-0.12,16.13,16.46
671,MPGEX,Meritage Growth Equity Fund Investor Shares,-0.02,-0.12,15.9,16.23
672,CYYYX,Columbia Thermostat Fund Institutional 3 Class,-0.02,-0.12,16.41,15.49
673,GMDFX,GMO Emerging Country Debt Fund Class IV,-0.03,-0.12,23.79,25.94
674,VEIPX,Vanguard Equity-Income Fund Investor Shares,-0.04,-0.12,31.3,34.58
675,MAPTX,Matthews Pacific Tiger Fund Investor Class,-0.03,-0.12,24.18,26.38
676,JUESX,JPMorgan U.S. Equity Fund Class I,-0.02,-0.13,15.02,15.57
677,JUEAX,JPMorgan U.S. Equity Fund Class A,-0.02,-0.13,14.96,15.51
678,ABLOX,Alger Balanced Portfolio Class I-2,-0.02,-0.13,14.64,15.18
679,CLCRX,Columbia Select Large Cap Equity Fund Institutional 2 Class,-0.02,-0.13,14.35,14.84
680,IILGX,Thrivent Global Stock Fund Class S,-0.03,-0.13,20.91,23.18
681,MIGYX,Invesco Oppenheimer Main Street Fund Class Y,-0.06,-0.14,42.33,45.22
682,OMSIX,Invesco Oppenheimer Main Street Fund Class R6,-0.06,-0.14,42.29,45.17
683,JPDEX,JPMorgan Tax Aware Equity Fund Class I,-0.05,-0.14,34.53,35.81
684,PCCOX,T. Rowe Price U.S. Equity Research Fund I Class,-0.04,-0.14,27.55,28.99
685,PRCOX,T. Rowe Price U.S. Equity Research Fund,-0.04,-0.14,27.54,28.98
686,PACOX,T. Rowe Price U.S. Equity Research Fund Advisor Class,-0.04,-0.14,27.46,28.9
687,OMGNX,Invesco Oppenheimer Main Street Fund Class R,-0.06,-0.14,41.65,44.53
688,RRCOX,T. Rowe Price U.S. Equity Research Fund R Class,-0.04,-0.14,27.33,28.77
689,USBLX,USAA Growth and Tax Strategy Fund,-0.03,-0.14,20.2,21.08
690,GEQYX,GuideStone Funds Equity Index Fund Institutional Class,-0.05,-0.15,31.69,33.28
691,SMTYX,JPMorgan SmartRetirement 2040 Fund Class R6,-0.03,-0.15,18.46,20.28
692,SMTIX,JPMorgan SmartRetirement 2040 Fund Class R5,-0.03,-0.15,18.46,20.28
693,SMTSX,JPMorgan SmartRetirement 2040 Fund Class I,-0.03,-0.15,18.4,20.21
694,TIIRX,TIAA-CREF Growth & Income Fund Retail Class,-0.03,-0.16,17.98,19.16
695,JGRTX,Janus Henderson Enterprise Fund Class S,-0.2,-0.16,117.23,127.21
696,JDMNX,Janus Henderson Enterprise Fund Class N,-0.21,-0.16,122.62,132.93
697,JANEX,Janus Henderson Enterprise Fund Class D,-0.21,-0.16,121.47,131.7
698,JAENX,Janus Henderson Enterprise Fund Class T,-0.21,-0.16,120.6,130.76
699,GMCDX,GMO Emerging Country Debt Fund Class III,-0.04,-0.16,23.83,25.98
700,JGRCX,Janus Henderson Enterprise Fund Class C,-0.19,-0.16,107.89,117.29
701,JDMRX,Janus Henderson Enterprise Fund Class R,-0.2,-0.16,113.44,123.19
702,JTSCX,JPMorgan SmartRetirement 2050 Fund Class C,-0.03,-0.16,17.47,19.27
703,WIGTX,Seven Canyons World Innovators Fund Institutional Class,-0.03,-0.16,16.16,16.36
704,JDMAX,Janus Henderson Enterprise Fund Class A,-0.21,-0.16,117.91,127.93
705,JPEAX,JPMorgan Tax Aware Equity Fund Class A,-0.06,-0.16,34.31,35.58
706,MPGFX,Mairs & Power Growth Fund Investor Class,-0.2,-0.17,113.27,120.6
707,JMGRX,Janus Henderson Enterprise Fund Class I,-0.22,-0.17,122.12,132.39
708,USPRX,USAA 500 Index Fund Reward Shares,-0.07,-0.17,39.5,41.58
709,USSPX,USAA 500 Index Fund Member Shares,-0.07,-0.17,39.47,41.55
710,EAFGX,Eaton Vance Focused Growth Opportunities Fund Class A,-0.04,-0.17,22.12,22.26
711,SKTAX,SEI Asset Allocation Trust Core Market Strategy Allocation Fund Class F,-0.03,-0.17,16.6,18.24
712,NOSIX,Northern Stock Index Fund,-0.06,-0.17,32.92,34.7
713,IBALX,Transamerica Multi-Managed Balanced Fund Class A,-0.05,-0.17,27.49,28.16
714,PKSFX,Virtus KAR Small-Cap Core Fund Class I,-0.07,-0.18,36.25,38.78
715,SGOAX,SEI Asset Allocation Trust Market Growth Strategy Allocation Fund Class F,-0.04,-0.18,21.15,23.19
716,GEQZX,GuideStone Funds Equity Index Fund Investor Class,-0.06,-0.18,31.69,33.28
717,JHQRX,JPMorgan Hedged Equity Fund Class R6,-0.04,-0.18,21.28,21.03
718,JHQPX,JPMorgan Hedged Equity Fund Class R5,-0.04,-0.18,21.27,21.02
719,NINDX,Columbia Large Cap Index Fund Institutional Class,-0.09,-0.18,46.2,48.78
720,NEIAX,Columbia Large Cap Index Fund Class A,-0.09,-0.19,45.89,48.46
721,JHQCX,JPMorgan Hedged Equity Fund Class C,-0.04,-0.19,21.03,20.78
722,PKSAX,Virtus KAR Small-Cap Core Fund Class A,-0.07,-0.19,34.2,36.63
723,SPINX,SEI Institutional Investments Trust S&P 500 Index Fund Class A,-0.03,-0.19,15.17,16.0
724,JMUEX,JPMorgan U.S. Equity Fund Class L,-0.03,-0.19,15.05,15.6
725,PDSIX,PGIM QMA Stock Index Fund- Class I,-0.08,-0.19,40.12,43.4
726,PSIFX,PGIM QMA Stock Index Fund- Class Z,-0.08,-0.19,40.12,43.4
727,SEBLX,Touchstone Balanced Fund Class A,-0.04,-0.19,20.35,21.04
728,CAMAX,Cambiar Global Ultra Focus Fund Investor Class,-0.03,-0.19,14.48,17.18
729,PSIAX,PGIM QMA Stock Index Fund- Class A,-0.08,-0.19,39.91,43.19
730,SPIIX,SEI Institutional Managed Trust S&P 500 Index Fund Class I,-0.13,-0.19,64.76,68.5
731,MIPIX,Matthews Asia Dividend Fund Institutional Class,-0.03,-0.19,15.17,16.13
732,SIBLX,Touchstone Balanced Fund Class Y,-0.04,-0.19,20.18,20.87
733,POGSX,Pin Oak Equity Fund,-0.13,-0.19,64.21,68.86
734,SSPIX,SEI Institutional Managed Trust S&P 500 Index Fund Class F,-0.13,-0.19,64.32,68.06
735,BFOCX,Berkshire Focus Fund,-0.06,-0.19,29.44,29.06
736,JUEZX,JPMorgan U.S. Equity Fund Class R2,-0.03,-0.19,14.8,15.34
737,BSPIX,iShares S&P 500 Index Fund Institutional Shares,-0.69,-0.19,340.11,357.91
738,PSICX,PGIM QMA Stock Index Fund- Class C,-0.08,-0.19,39.42,42.69
739,BTIIX,DWS Equity 500 Index Fund - Class Inst,-0.36,-0.19,175.85,188.38
740,BSPAX,iShares S&P 500 Index Fund Investor A Shares,-0.7,-0.19,339.97,357.73
741,PKSCX,Virtus KAR Small-Cap Core Fund Class C,-0.06,-0.19,28.11,30.21
742,DSPIX,BNY Mellon Institutional S&P 500 Stock Index Fund Class I,-0.11,-0.19,53.41,56.53
743,VIIIX,Vanguard Institutional Index Fund Institutional Plus Shares,-0.53,-0.2,256.24,271.32
744,VINIX,Vanguard Institutional Index Fund Institutional Shares,-0.53,-0.2,256.23,271.3
745,SECEX,Guggenheim StylePlus - Large Core Fund Class A,-0.04,-0.2,19.2,20.43
746,SVSPX,State Street S&P 500 Index Fund Class N,-0.43,-0.2,207.35,200.71
747,CISGX,Touchstone Sands Capital Institutional Growth Fund,0.0,0.0,23.48,22.76
748,BTIEX,DWS Equity 500 Index Fund - Class S,-0.36,-0.2,172.68,185.05
749,GRMIX,Nationwide S&P 500 Index Fund Class R6,-0.03,-0.2,14.37,15.25
750,SISAX,SEI Asset Allocation Trust Tax-Managed Aggressive Strategy Fund Class F,-0.04,-0.2,19.01,20.8
751,GILIX,Guggenheim StylePlus - Large Core Fund Institutional,-0.04,-0.2,19.03,20.25
752,GRISX,Nationwide S&P 500 Index Fund Institutional Service Class,-0.03,-0.2,14.33,15.2
753,PRUIX,T. Rowe Price Equity Index 500 Fund I Class,-0.16,-0.2,76.3,80.29
754,PREIX,T. Rowe Price Equity Index 500 Fund,-0.16,-0.2,76.28,80.27
755,FATEX,Fidelity Advisor Technology Fund Class M,-0.12,-0.2,56.05,54.92
756,GRMAX,Nationwide S&P 500 Index Fund Class A,-0.03,-0.2,14.22,15.09
757,FXAIX,Fidelity 500 Index Fund,-0.21,-0.2,99.54,104.8
758,VSCRX,Virtus KAR Small-Cap Core Fund Class R6,-0.08,-0.2,36.39,38.92
759,CLXRX,Columbia Large Cap Index Fund Institutional 2 Class,-0.1,-0.2,46.97,49.59
760,SDLAX,SEI Institutional Investments Trust Dynamic Asset Allocation Fund Class A,-0.04,-0.21,18.29,19.45
761,VBAIX,Vanguard Balanced Index Fund Institutional Shares,-0.08,-0.21,36.98,37.91
762,FLYCX,Nuveen Large Cap Select Fund Class C,-0.06,-0.21,26.38,28.16
763,VTCIX,Vanguard Tax-Managed Capital Appreciation Fund Institutional Shares,-0.17,-0.22,73.2,77.12
764,VTCLX,Vanguard Tax-Managed Capital Appreciation Fund Admiral Shares,-0.35,-0.22,147.31,155.2
765,CISIX,Calvert US Large Cap Core Responsible Index Fund Class I,-0.06,-0.22,25.13,26.03
766,NCTWX,Nicholas II Fund Class I,-0.06,-0.23,24.4,26.85
767,LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A,-0.37,-0.23,153.17,166.51
768,FLRYX,Nuveen Large Cap Select Fund Class I,-0.07,-0.23,28.79,30.74
769,CTCAX,Columbia Global Technology Growth Fund Class A,-0.11,-0.26,39.2,38.84
770,PABFX,PGIM Balanced Fund- Class Z,-0.04,-0.26,14.52,15.37
771,PABCX,PGIM Balanced Fund- Class C,-0.04,-0.26,14.48,15.34
772,OTPIX,ProFunds NASDAQ-100 Fund Investor Class,-0.24,-0.27,85.68,83.58
773,PALRX,PGIM Balanced Fund- Class R,-0.04,-0.27,14.4,15.26
774,USNQX,USAA NASDAQ-100 Index Fund,-0.07,-0.27,24.95,24.19
775,VQNPX,Vanguard Growth and Income Fund Investor Shares,-0.13,-0.27,46.14,48.79
776,RYCOX,Rydex NASDAQ-100 Fund Class C,-0.1,-0.27,35.6,34.74
777,RYOCX,Rydex NASDAQ-100 Fund Investor Class,-0.13,-0.27,45.33,44.11
778,OTPSX,ProFunds NASDAQ-100 Fund Service Class,-0.2,-0.27,69.42,67.88
779,RYHOX,Rydex NASDAQ-100 Fund Class H,-0.12,-0.27,41.44,40.36
780,JEMSX,JPMorgan Emerging Markets Equity Fund Class I,-0.08,-0.28,27.09,29.74
781,PXSGX,Virtus KAR Small-Cap Growth Fund Class I,-0.13,-0.3,38.21,39.2
782,KIFCX,Salient Select Income Fund Class C,-0.05,-0.3,15.35,18.42
783,PSGAX,Virtus KAR Small-Cap Growth Fund Class A,-0.13,-0.31,37.3,38.29
784,FAIOX,Fidelity Advisor Balanced Fund I Class,-0.07,-0.31,21.37,21.95
785,HAFCX,Hartford Multi-Asset Income and Growth Fund Class C,-0.06,-0.31,18.69,20.24
786,FSTCX,Fidelity Select Telecommunications Portfolio,-0.2,-0.32,60.05,60.4
787,FTUAX,Fidelity Advisor Telecommunications Fund Class A,-0.2,-0.32,59.66,59.98
788,PSGCX,Virtus KAR Small-Cap Growth Fund Class C,-0.12,-0.32,33.13,34.08
789,JIGAX,JPMorgan Intrepid Growth Fund Class A,-0.18,-0.33,52.2,53.75
790,MPACX,Matthews Asia Growth Fund Investor Class,-0.09,-0.33,26.05,26.7
791,HCMSX,HCM Tactical Growth Fund Class R,-0.05,-0.33,14.09,14.32
792,GBFAX,VanEck Emerging Markets Fund Class A,-0.05,-0.33,14.51,16.32
793,PBFBX,PGIM Balanced Fund- Class B,-0.05,-0.33,14.48,15.34
794,JCICX,JPMorgan Intrepid Growth Fund Class C,-0.18,-0.33,51.01,52.55
795,JIGZX,JPMorgan Intrepid Growth Fund Class R2,-0.18,-0.33,50.81,52.35
796,FTUCX,Fidelity Advisor Telecommunications Fund Class C,-0.21,-0.34,59.38,59.67
797,JPGSX,JPMorgan Intrepid Growth Fund Class I,-0.19,-0.34,53.24,54.79
798,PRASX,T. Rowe Price New Asia Fund,-0.06,-0.34,17.33,18.23
799,JGIRX,JPMorgan Intrepid Growth Fund Class R5,-0.19,-0.34,52.41,53.95
800,JGISX,JPMorgan Intrepid Growth Fund Class R6,-0.19,-0.34,52.4,53.94
801,NESYX,Natixis Funds Trust I U.S. Equity Opportunities Fund Class Y,-0.14,-0.34,38.0,41.05
802,DCGTX,Jackson Square SMID-Cap Growth Fund IS Class,-0.09,-0.34,22.87,23.25
803,JSMTX,Jackson Square SMID-Cap Growth Fund Institutional Class,-0.09,-0.34,22.87,23.26
804,JSMVX,Jackson Square SMID-Cap Growth Fund Investor Class,-0.09,-0.35,22.65,23.04
805,NEFSX,Natixis Funds Trust I U.S. Equity Opportunities Fund Class A,-0.12,-0.35,31.7,34.46
806,FEATX,Fidelity Advisor Emerging Asia Fund Class M,-0.14,-0.35,38.19,38.39
807,FERIX,Fidelity Advisor Emerging Asia Fund I Class,-0.15,-0.35,40.73,40.91
808,POMIX,T. Rowe Price Total Equity Market Index Fund,-0.12,-0.36,31.26,33.14
809,HLEMX,Harding Loevner Emerging Markets Portfolio Advisor Class,-0.17,-0.36,45.4,52.36
810,CNPSX,ProFunds Consumer Goods Ultra Sector Fund Service Class,-0.33,-0.36,84.57,94.41
811,ITTAX,Hartford Multi-Asset Income and Growth Fund Class A,-0.07,-0.36,18.67,20.21
812,FABCX,Fidelity Advisor Balanced Fund Class C,-0.08,-0.37,20.76,21.32
813,CNPIX,ProFunds Consumer Goods Ultra Sector Fund Investor Class,-0.37,-0.37,93.96,104.59
814,TRVLX,T. Rowe Price Value Fund,-0.12,-0.37,30.58,34.23
815,VITPX,Vanguard Institutional Total Stock Market Index Fund Institutional Plus Shares,-0.24,-0.37,59.86,63.88
816,VITNX,Vanguard Institutional Total Stock Market Index Fund Institutional Shares,-0.24,-0.37,59.86,63.88
817,PAVLX,T. Rowe Price Value Fund Advisor Class,-0.12,-0.38,30.08,33.67
818,FSKAX,Fidelity Total Market Index Fund,-0.32,-0.38,79.58,84.43
819,FERCX,Fidelity Advisor Emerging Asia Fund Class C,-0.14,-0.38,35.27,35.49
820,SICWX,Touchstone Large Cap Focused Fund Class Y,-0.16,-0.39,38.9,41.07
821,CFWCX,Calvert Global Water Fund Class C,-0.07,-0.39,16.71,18.58
822,SCSCX,Touchstone Large Cap Focused Fund Class C,-0.15,-0.39,36.18,38.25
823,HLMEX,Harding Loevner Institutional Emerging Markets Portfolio Class I,-0.07,-0.39,17.38,20.0
824,JARIX,James Alpha Global Real Estate Investments Portfolio Class I Shares,-0.06,-0.4,14.45,17.07
825,TRPIX,T. Rowe Price Value Fund I Class,-0.13,-0.4,30.58,34.23
826,CFWIX,Calvert Global Water Fund Class I,-0.08,-0.4,18.31,20.35
827,WPSKX,AB Concentrated Growth Fund Class K,-0.17,-0.41,38.88,40.55
828,GSMJX,GMO SGM Major Markets Fund Class IV,-0.13,-0.41,31.87,31.87
829,CFWAX,Calvert Global Water Fund Class A,-0.08,-0.41,18.19,20.23
830,WSMDX,William Blair Small-Mid Cap Growth Fund Class I,-0.11,-0.41,24.38,25.85
831,SENCX,Touchstone Large Cap Focused Fund Class A,-0.17,-0.41,39.04,41.21
832,MIMSX,BNY Mellon Mid Cap Multi-Strategy Fund Class Investor,-0.07,-0.41,15.4,16.65
833,ITTIX,Hartford Multi-Asset Income and Growth Fund Class I,-0.08,-0.42,18.65,20.2
834,WPSIX,AB Concentrated Growth Fund Class I,-0.18,-0.42,39.62,41.29
835,FSPCX,Fidelity Select Insurance Portfolio,-0.21,-0.42,45.53,57.0
836,WSMNX,William Blair Small-Mid Cap Growth Fund Class N,-0.11,-0.43,22.94,24.34
837,WESNX,William Blair Emerging Markets Small Cap Growth Fund Class N,-0.07,-0.44,14.98,15.78
838,WFLLX,Wells Fargo Large Cap Core Fund - Class Admin,-0.07,-0.45,14.48,16.01
839,EGOIX,Wells Fargo Large Cap Core Fund - Class Inst,-0.07,-0.46,14.34,15.87
840,EGORX,Wells Fargo Large Cap Core Fund - Class R6,-0.07,-0.46,14.33,15.85
841,MICDX,Matthews China Dividend Fund Institutional Class,-0.07,-0.46,15.22,15.47
842,MCDFX,Matthews China Dividend Fund Investor Class,-0.07,-0.46,15.22,15.46
843,EGOHX,Wells Fargo Large Cap Core Fund - Class R,-0.07,-0.46,14.25,15.78
844,EGOAX,Wells Fargo Large Cap Core Fund - Class A,-0.07,-0.46,14.25,15.77
845,CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class,-0.11,-0.46,22.39,23.61
846,IHAYX,Hartford Multi-Asset Income and Growth Fund Class Y,-0.09,-0.46,19.0,20.56
847,UOPIX,ProFunds UltraNASDAQ-100 Fund Investor Class,-0.45,-0.48,85.06,86.71
848,WTMCX,Segall Bryant & Hamill Mid Cap Value Dividend Fund Retail Class,-0.1,-0.48,19.46,22.45
849,UOPSX,ProFunds UltraNASDAQ-100 Fund Service Class,-0.36,-0.48,67.52,69.19
850,DXQLX,Direxion Monthly NASDAQ-100 Bull 2X Fund Investor Class,-0.17,-0.48,32.04,30.84
851,FAMWX,FAM Value Fund Institutional Class,-0.35,-0.48,67.35,75.41
852,FAMVX,FAM Value Fund Investor Class,-0.35,-0.49,67.06,75.12
853,DREGX,Driehaus Emerging Markets Growth Fund Investor Class,-0.17,-0.49,33.71,36.27
854,GSOFX,GMO Special Opportunities Fund Class VI,-0.12,-0.49,19.89,17.82
855,TFSIX,Franklin Mutual Financial Services Fund Class A,-0.08,-0.49,14.64,19.18
856,FSTLX,Federated MDT Large Cap Value Fund Class R6,-0.12,-0.49,22.77,25.33
857,FSTKX,Federated MDT Large Cap Value Fund Service Shares,-0.12,-0.49,22.77,25.33
858,FSTRX,Federated MDT Large Cap Value Fund Class A,-0.12,-0.5,22.75,25.3
859,NMIAX,Columbia Large Cap Enhanced Core Fund Class A,-0.12,-0.5,22.51,23.75
860,NMIMX,Columbia Large Cap Enhanced Core Fund Institutional Class,-0.12,-0.5,22.48,23.71
861,WESJX,William Blair Emerging Markets Small Cap Growth Fund R6 Class,-0.08,-0.5,15.12,15.92
862,BESIX,William Blair Emerging Markets Small Cap Growth Fund Class I,-0.08,-0.5,15.09,15.89
863,RYVLX,Rydex NASDAQ-100 2x Strategy Fund Class A,-1.02,-0.5,182.27,184.82
864,RYVYX,Rydex NASDAQ-100 2x Strategy Fund Class H,-1.02,-0.5,182.21,184.76
865,RYCCX,Rydex NASDAQ-100 2x Strategy Fund Class C,-0.8,-0.51,142.22,144.82
866,EKGAX,Wells Fargo Global Small Cap Fund Class A,-0.18,-0.51,32.33,36.61
867,EKGYX,Wells Fargo Global Small Cap Fund Class Admin,-0.19,-0.51,34.06,38.56
868,EKGCX,Wells Fargo Global Small Cap Fund Class C,-0.12,-0.52,21.46,24.32
869,EKGIX,Wells Fargo Global Small Cap Fund Class Inst,-0.19,-0.52,33.9,38.38
870,FKKSX,Federated Kaufmann Small Cap Fund Class R Shares,-0.24,-0.53,41.69,41.92
871,FBGKX,Fidelity Blue Chip Growth Fund Class K,-0.63,-0.53,108.51,106.1
872,IEMFX,T. Rowe Price Institutional Emerging Markets Equity Fund,-0.19,-0.54,34.52,38.39
873,FBGRX,Fidelity Blue Chip Growth Fund,-0.63,-0.54,108.23,105.85
874,PRZIX,T. Rowe Price Emerging Markets Stock Fund I Class,-0.21,-0.54,38.12,42.32
875,FMSTX,Federated MDT Large Cap Value Fund Institutional Shares,-0.13,-0.54,22.76,25.31
876,CAMOX,Cambiar Opportunity Fund Class Investor,-0.11,-0.54,18.95,20.75
877,PRMSX,T. Rowe Price Emerging Markets Stock Fund,-0.21,-0.54,38.02,42.21
878,TCVIX,Touchstone Mid Cap Value Institutional Class,-0.09,-0.54,15.27,17.28
879,RYBCX,Rydex Basic Materials Fund Class C,-0.24,-0.55,39.37,43.12
880,RYBIX,Rydex Basic Materials Fund Class Investor,-0.3,-0.56,48.9,53.35
881,RYBAX,Rydex Basic Materials Fund Class H,-0.27,-0.56,43.99,48.06
882,TSNIX,T. Rowe Price Science and Technology Fund I Class,-0.25,-0.56,40.91,41.79
883,PRSCX,T. Rowe Price Science and Technology Fund,-0.25,-0.56,40.91,41.79
884,RYBMX,Rydex Basic Materials Fund Class A,-0.28,-0.56,45.45,49.64
885,TILCX,T. Rowe Price Large-Cap Value Fund I Class,-0.11,-0.57,18.1,21.06
886,SGIDX,Crossmark Steward Global Equity Income Fund Class A,-0.16,-0.58,25.81,29.15
887,VPMAX,Vanguard PRIMECAP Fund Admiral Shares,-0.77,-0.59,123.91,134.76
888,NLCGX,Nuveen Large Cap Growth Fund Class C,-0.15,-0.6,23.42,24.9
889,VPMCX,Vanguard PRIMECAP Fund Investor Shares,-0.75,-0.6,119.55,130.01
890,NELAX,Nuveen Equity Long/Short Fund Class A,-0.23,-0.6,36.66,38.82
891,ROGSX,Red Oak Technology Select Fund,-0.19,-0.6,29.71,30.02
892,NELCX,Nuveen Equity Long/Short Fund Class C,-0.21,-0.6,33.35,35.37
893,NLIGX,Nuveen Large Cap Growth Fund Class I,-0.16,-0.61,24.46,25.97
894,NELIX,Nuveen Equity Long/Short Fund Class I,-0.24,-0.61,37.77,39.98
895,CCSGX,Conestoga SMid Cap Fund Institutional Class,-0.11,-0.63,15.89,16.92
896,SEEKX,Crossmark Steward Large Cap Enhanced Index Fund Class A,-0.26,-0.63,38.52,42.34
897,MITEX,Matthews Asia Innovators Fund Institutional Class Shares,-0.1,-0.63,14.94,14.56
898,HRLVX,Harbor Large Cap Value Fund Administrative Class,-0.1,-0.64,14.56,15.87
899,HAVLX,Harbor Large Cap Value Fund Institutional Class,-0.1,-0.64,14.56,15.87
900,MATFX,Matthews Asia Innovators Fund Investor Class Shares,-0.1,-0.64,14.84,14.47
901,JPFAX,JPMorgan Equity Focus Fund Class A,-0.17,-0.65,24.22,26.66
902,VPCCX,Vanguard PRIMECAP Core Fund Investor Shares,-0.16,-0.65,23.11,25.7
903,HDGCX,The Hartford Dividend and Growth Fund Class C,-0.15,-0.66,21.34,23.37
904,THOCX,Thornburg Global Opportunities Fund Class C,-0.18,-0.68,24.76,27.13
905,HMDCX,The Hartford MidCap Fund Class C,-0.13,-0.68,17.46,18.99
906,TMSIX,Thrivent Mid Cap Stock Fund Class S,-0.17,-0.68,22.3,25.09
907,BVEIX,Becker Value Equity Fund Institutional Class,-0.11,-0.68,15.18,16.9
908,THOIX,Thornburg Global Opportunities Fund Class I,-0.19,-0.69,25.77,28.29
909,BVEFX,Becker Value Equity Fund Retail Class,-0.11,-0.69,15.13,16.85
910,HILVX,Harbor Large Cap Value Fund Investor Class,-0.11,-0.69,14.69,16.02
911,AASCX,Thrivent Mid Cap Stock Fund Class A,-0.15,-0.69,19.44,21.88
